country_name_ltn,gender,fintight,pct_in_gap,pct_not_in_gap,pct_0_barriers,pct_1_barrier,pct_2_barrier,pct_3_barriers,pct_4_barriers,pct_solution_barrier_barrier_1,pct_solution_barrier_barrier_2,pct_solution_barrier_barrier_3,pct_dcf_barrier_barrier_1,pct_dcf_barrier_barrier_2,pct_dcf_barrier_barrier_3,pct_info_barrier_barrier_1,pct_info_barrier_barrier_2,pct_info_barrier_barrier_3,pct_representation_barrier_barrier_1,pct_representation_barrier_barrier_2,pct_representation_barrier_barrier_3
Portugal,Female,0,60,40,12.5,50,25,12.5,0,0,0,100,25,50,100,50,100,100,25,50,0
Portugal,Female,1,58.730158730158735,41.269841269841265,7.6923076923076925,30.76923076923077,46.15384615384615,15.384615384615385,0,0,16.666666666666664,50,0,66.66666666666666,100,100,100,100,0,16.666666666666664,50
Portugal,Male,0,53.57142857142857,46.42857142857143,0,75,25,0,0,0,0,NA,33.33333333333333,100,NA,33.33333333333333,0,NA,33.33333333333333,100,NA
Portugal,Male,1,65.97938144329896,34.02061855670103,8.333333333333332,33.33333333333333,41.66666666666667,8.333333333333332,8.333333333333332,0,20,100,25,80,100,75,80,100,0,20,0
Romania,Female,0,78.65168539325843,21.34831460674157,0,29.411764705882355,29.411764705882355,17.647058823529413,23.52941176470588,0,0,33.33333333333333,0,60,100,80,100,100,20,40,66.66666666666666
Romania,Female,1,68.67088607594937,31.329113924050635,2.3255813953488373,23.25581395348837,41.86046511627907,30.23255813953488,2.3255813953488373,0,5.555555555555555,38.46153846153847,0,55.55555555555556,84.61538461538461,50,94.44444444444444,92.3076923076923,50,44.44444444444444,84.61538461538461
Romania,Male,0,72.3404255319149,27.659574468085108,0,23.52941176470588,35.294117647058826,41.17647058823529,0,0,16.666666666666664,42.857142857142854,25,50,85.71428571428571,50,83.33333333333334,100,25,50,71.42857142857143
Romania,Male,1,71.54150197628458,28.458498023715418,3.571428571428571,21.428571428571427,46.42857142857143,25,3.571428571428571,0,7.6923076923076925,71.42857142857143,33.33333333333333,61.53846153846154,100,33.33333333333333,92.3076923076923,100,33.33333333333333,38.46153846153847,28.57142857142857
Slovakia,Female,0,76.03550295857988,23.964497041420117,2.083333333333333,29.166666666666668,39.58333333333333,20.833333333333336,8.333333333333332,0,5.263157894736842,60,21.428571428571427,36.84210526315789,100,50,94.73684210526315,100,28.57142857142857,63.1578947368421,40
Slovakia,Female,1,77.61627906976744,22.38372093023256,7.2727272727272725,20,45.45454545454545,25.454545454545453,1.8181818181818181,9.090909090909092,24,57.14285714285714,18.181818181818183,28.000000000000004,85.71428571428571,45.45454545454545,92,92.85714285714286,27.27272727272727,56.00000000000001,64.28571428571429
Slovakia,Male,0,79.42386831275721,20.5761316872428,5.555555555555555,36.11111111111111,41.66666666666667,5.555555555555555,11.11111111111111,0,20,0,7.6923076923076925,13.333333333333334,100,69.23076923076923,100,100,23.076923076923077,66.66666666666666,100
Slovakia,Male,1,74.28571428571429,25.71428571428571,0,26.923076923076923,50,23.076923076923077,0,28.57142857142857,7.6923076923076925,83.33333333333334,0,69.23076923076923,100,57.14285714285714,100,100,14.285714285714285,23.076923076923077,16.666666666666664
Slovenia,Female,0,72.51908396946564,27.480916030534353,0,29.629629629629626,48.148148148148145,22.22222222222222,0,12.5,15.384615384615385,16.666666666666664,37.5,46.15384615384615,83.33333333333334,37.5,92.3076923076923,100,12.5,46.15384615384615,100
Slovenia,Female,1,75.90361445783132,24.096385542168676,0,27.586206896551722,58.620689655172406,10.344827586206897,3.4482758620689653,0,17.647058823529413,66.66666666666666,37.5,58.82352941176471,100,62.5,100,100,0,23.52941176470588,33.33333333333333
Slovenia,Male,0,71.12676056338029,28.87323943661972,26.31578947368421,5.263157894736842,42.10526315789473,26.31578947368421,0,0,25,80,0,25,100,100,100,100,0,50,20
Slovenia,Male,1,69.04761904761905,30.952380952380953,0,36.84210526315789,52.63157894736842,10.526315789473683,0,0,30,0,28.57142857142857,60,100,71.42857142857143,80,100,0,30,100
Spain,Female,0,68.27956989247312,31.72043010752688,13.20754716981132,34.90566037735849,40.56603773584906,9.433962264150944,1.8867924528301887,5.405405405405405,16.27906976744186,70,16.216216216216218,48.837209302325576,90,75.67567567567568,90.69767441860465,100,2.7027027027027026,44.18604651162791,40
Spain,Female,1,69.55684007707129,30.443159922928707,2.0618556701030926,31.958762886597935,47.42268041237113,17.525773195876287,1.0309278350515463,0,17.391304347826086,64.70588235294117,25.806451612903224,67.3913043478261,100,67.74193548387096,95.65217391304348,100,6.451612903225806,19.565217391304348,35.294117647058826
Spain,Male,0,71.28205128205128,28.717948717948715,13.461538461538462,25.961538461538463,44.230769230769226,16.346153846153847,0,0,19.565217391304348,58.82352941176471,22.22222222222222,45.65217391304348,94.11764705882352,66.66666666666666,91.30434782608695,100,11.11111111111111,43.47826086956522,47.05882352941176
Spain,Male,1,75.18610421836229,24.81389578163772,5.47945205479452,28.767123287671232,34.24657534246575,30.136986301369863,1.36986301369863,4.761904761904762,20,77.27272727272727,14.285714285714285,68,95.45454545454545,71.42857142857143,88,90.9090909090909,9.523809523809524,24,36.36363636363637
Sweden,Female,0,70.14218009478674,29.85781990521327,7.5,27.500000000000004,35,27.500000000000004,2.5,0,21.428571428571427,90.9090909090909,18.181818181818183,42.857142857142854,90.9090909090909,36.36363636363637,85.71428571428571,90.9090909090909,45.45454545454545,50,27.27272727272727
Sweden,Female,1,68.14814814814815,31.851851851851855,5.263157894736842,21.052631578947366,26.31578947368421,26.31578947368421,21.052631578947366,0,0,100,25,40,80,50,100,80,25,60,40
Sweden,Male,0,69.08212560386472,30.917874396135264,15.789473684210526,36.84210526315789,36.84210526315789,5.263157894736842,5.263157894736842,0,28.57142857142857,100,14.285714285714285,42.857142857142854,0,57.14285714285714,71.42857142857143,100,28.57142857142857,57.14285714285714,100
Sweden,Male,1,73.04347826086956,26.956521739130434,0,50,37.5,12.5,0,0,0,100,0,33.33333333333333,100,75,66.66666666666666,100,25,100,0
EU,Female,0,70.97621681415929,29.023783185840706,10.212765957446807,30.49645390070922,39.361702127659576,16.52482269503546,3.404255319148936,5.116279069767442,14.954954954954955,65.66523605150213,14.883720930232558,47.56756756756757,84.12017167381974,62.558139534883715,90.63063063063062,95.708154506437765,17.441860465116278,46.846846846846844,54.506437768240346
EU,Female,1,70.93660318288548,29.063396817114533,5.860255447032307,28.775356874530427,40.72126220886552,21.26220886551465,3.3809166040571,2.3498694516971277,12.730627306273062,62.544169611307424,19.321148825065272,50,89.39929328621908,61.096605744125334,94.64944649446494,97.52650176678446,17.232375979112273,42.61992619926199,50.53003533568905
EU,Male,0,71.47417295414974,28.52582704585026,13.074484944532488,30.348652931854197,37.400950871632325,16.798732171156892,2.3771790808240887,2.3498694516971277,20.76271186440678,68.86792452830188,17.232375979112273,43.64406779661017,89.62264150943396,65.27415143603133,88.98305084745762,96.69811320754717,15.143603133159269,46.61016949152542,44.81132075471698
EU,Male,1,71.25492210237972,28.74507789762027,7.792207792207792,27.380952380952383,40.909090909090914,21.21212121212121,2.7056277056277054,4.3478260869565215,18.51851851851852,67.3469387755102,19.76284584980237,54.4973544973545,92.3469387755102,56.126482213438734,88.88888888888889,97.95918367346938,19.76284584980237,38.095238095238095,42.3469387755102
